id,area,available_icu_beds_with_ventilator,pincode,district,last_updated_date,total_beds_without_oxygen,available_beds_without_oxygen,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,last_updated_time,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on
617,Medchal,6,500074,Medchal,29/04/2021,10,2,-1,25,9849634090,08:31:05 AM,"PARAMITHA CHILDRENS HOSPITAL, QUTHBULLAPUR",-1,8,3,"Pillar NO A1634,Green Hills Colony,Kothapet, Doctors Colony Main Rd, polkampally, Dwarka Nagar, Bahadurguda, Telangana 500074, India",1619665265000
618,Medchal,0,500062,Medchal,02/05/2021,7,0,-1,11,9603755354,11:42:36 AM,POULAMI HOSPITAL - A S RAO NAGAR,-1,7,0,"A2, B17, Dr. AS Rao Nagar Rd, Lakshmipuram Colony, ECIL, Rukminipuri Colony, A. S. Rao Nagar, Secunderabad, Telangana 500062, India",1619935956000
619,Medchal,2,,Medchal,30/04/2021,10,8,-1,8,9885252833,05:49:15 PM,Pragnya Hospital -Medchal ,-1,10,4,,1619785155000
620,Medchal,0,500076,Medchal,02/05/2021,15,0,-1,25,9951454074,09:11:32 AM,PRASAD HOSPITAL - NACHARAM,-1,23,0,"44-617/12, IDA, behind Telephone Exchange, Durga Nagar, Nacharam, Secunderabad, Telangana 500076, India",1619926892000
621,Medchal,1,500072,Medchal,02/05/2021,10,4,-1,36,9700127576,08:02:19 AM,PRASAD MULTISPECIALITY HOSPITAL - KPHB,-1,14,0,"MIG-204, Road No.1, Opposite Hotel Sitara Grand, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072, India",1619922739000
622,Medchal,12,500072,Medchal,20/04/2021,18,2,-1,34,9989050743,01:23:46 PM,"PRATHIMA HOSPITALS, KUKATPALLY",-1,23,9,"Ground Floor, Plot No.27, KPHB Main Rd, Opp Arjun Theatre, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana 500072, India",1618905226000
623,Medchal,4,500085,Medchal,02/05/2021,8,0,-1,2,9848014716,01:37:31 PM,PULSE HEART CENTRE - KPHB COLONY,-1,20,0,"MIG 287, 4th St, opp. Global Edge School, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500085, India",1619942851000
624,Medchal,0,500009,Medchal,02/05/2021,4,0,-1,9,9030071786,12:18:45 PM,RAGHAVENDRA HOSPITAL - NEW BOWENPALLY,-1,12,0,"53, New Bowenpally Road, Opposite Ashish Gardens Malani Housing Colony, New Bowenpally, Secunderabad, Telangana 500009, India",1619938125000
625,Medchal,1,500072,Medchal,30/04/2021,0,0,-1,3,9100858541,01:54:43 PM,"RAINBOW CHILDRENS MEDICARE PVT LTD, KUKATPALLY",-1,2,0,"Chermas Plot No. 1, Mumbai Hwy, Block 5, Hyder Nagar, RamNaresh Nagar, Kukatpally, Hyderabad, Telangana 500072, India",1619771083000
626,Medchal,0,500013,Medchal,01/05/2021,12,0,-1,4,9963344458,02:50:45 PM,"RAMANTHAPUR HOSPITAL, RAMANTHAPUR",-1,0,0,"3-10-4/B/1, Gokhale Nagar, Nehru Nagar, Ramanthapur, Hyderabad, Telangana 500013, India",1619860845000
627,Medchal,0,,Medchal,02/05/2021,1,0,-1,16,9948536436,06:33:25 AM,RAMESH NEURO & CRITICAL CARE UNIT-CHINTAL,-1,8,0,,1619917405000
628,Medchal,0,,Medchal,02/05/2021,20,14,-1,24,9440240324,01:29:13 PM,RAMRAJ-JEEDIMETLA,-1,15,15,,1619942353000
629,Medchal,4,500011,Medchal,01/05/2021,17,8,-1,13,9666911868,12:23:15 PM,RAMYA HOSPITAL - OLD BOWENPALLY,-1,6,3,"Plot No.8,9,10 414/50, Main Road, Old Bowenpally Cross Rd, Sai Krishna Colony, Old Bowenpally, Secunderabad, Telangana 500011, India",1619851995000
630,Medchal,0,500055,Medchal,29/04/2021,33,1,-1,11,9989143340,08:17:22 AM,"RANOVA BALAJI HOSPITAL (A UNIT OF SIVA RAMA HOSPITALS), MEDCHAL ROAD",-1,8,0,"Plot No. 34, 34/A, NCL South Petbasheerabad, Medchal Rd, NCL Enclave South, Caton Residential Twp, Bolarum, Secunderabad, Telangana 500055, India",1619664442000
631,Medchal,0,500072,Medchal,01/05/2021,10,0,-1,10,9494983533,12:27:10 PM,RAVI HOSPITAL- KUKATPALLY,-1,10,0,"LIG No. 564 & 565, Rd Number 3, behind RS Brothers, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072, India",1619852230000
632,Medchal,4,500092,Medchal,27/04/2021,10,6,-1,10,9291595995,09:03:00 PM,"RBM HOSPITAL, UPPAL",-1,10,1,"Boduppal Rd, West Hanuman Nagar, Boduppal, Hyderabad, Telangana 500092, India",1619537580000
633,Medchal,0,500098,Medchal,02/05/2021,32,0,-1,15,8555866548,09:35:31 AM,REMEDY HOSPITAL - KUKATPALLY,-1,17,0,"Medchal–Malkajgiri district, Mallikarjuna Nagar, Boduppal, Hyderabad, Telangana 500098, India",1619928331000
634,Medchal,0,500067,Medchal,27/04/2021,25,0,-1,11,9246569694,07:15:48 AM,RUSH HOSPITALS - SUCHITRA CIRCLE,-1,29,0,"H.no-2-181/2/C, Suchitra Circle,NH-44, Ramraj Nagar, Ramraju Nagar, Jeedimetla, Hyderabad, Telangana 500067, India",1619487948000
635,Medchal,0,500067,Medchal,02/05/2021,15,0,-1,15,8008309744,11:53:33 AM,SAFE SUPERSPECIALITY HOSPITAL - SUCHITRA CIRCLE,-1,20,0,"Suchitra 'X' Roads, behind Sri Sita Ramachandra Swamy Devalayam, Petbasheerabad, Bashirabad, Kompally, Hyderabad, Telangana 500067, India",1619936613000
636,Medchal,0,500055,Medchal,18/04/2021,10,0,-1,17,--,10:56:28 PM,"SAI SIDDARTHA HOSPITAL, SHAPUR NAGAR",-1,7,0,"Shapur Nagar, 4/32-130, IDA Jeedimetla, Chinthal, Jeedimetla, Hyderabad, Telangana 500055, India",1618766788000
637,Medchal,0,500072,Medchal,02/05/2021,5,0,-1,22,9052222622,08:22:45 AM,SANKHYA HOSPITAL - KPHB COLONY,-1,7,0,"Plot No.C-15, 1st Road, KPHB Colony, Opp. Axis Bank, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072, India",1619923965000
638,Medchal,0,500092,Medchal,02/05/2021,2,0,-1,6,9100582795,09:32:49 AM,SAVE HOSPITAL - UPPAL,-1,0,0,"H-NO, 3-13/3, Mallikarjuna Nagar Colony,Opp Uppal Depot Peerzadiguda, Balaji Residency, Mallika Arjun Nagar, Boduppal, Hyderabad, Telangana 500092, India",1619928169000
639,Medchal,0,500062,Medchal,02/05/2021,3,0,-1,16,9246245811,01:10:44 PM,SHREYAS HOSPITAL - ECIL,-1,19,0,"Dr A S Rao Nagar Road, Srinivasa Nagar Colony, ECIL, Dr A.S. Rao Nagar, opposite State Bank Of India, Srinivasa Nagar Colony, Kapra, Secunderabad, Telangana 500062, India",1619941244000
640,Medchal,11,501301,Medchal,29/04/2021,87,80,-1,2,7893412872,08:41:25 AM,"SHRI WAZRA MULTISPECIALITY HOSPITALS, GHATKESAR",-1,11,2,"Hyderabad-Warangal High Way Warangal, Hyderabad Road, Balaji Nagar, Ghatkesar, Telangana 501301, India",1619665885000
641,Medchal,4,500082,Medchal,02/05/2021,0,0,-1,36,8341246857,09:19:31 AM,SIA MULTISPECIALITY REHABILITATION CENTRE (ISOLATION FACILITY WITH MEDICAL SUPERVISION) - KUKATPALLY,-1,8,4,"6-3-342/12/1/12/11, Dwarakapuri, Punjagutta, Hyderabad, Telangana 500082, India",1619927371000
642,Medchal,1,500055,Medchal,02/05/2021,8,0,-1,12,7993521438,08:52:31 AM,SIGMA HOSPITAL - JEEDIMETLA,-1,4,3,"22-4/1, near SBI Bank, APIIC Colony, Shapur Nagar, Chinthal, Jeedimetla, Hyderabad, Telangana 500055, India",1619925751000
643,Medchal,2,501301,Medchal,28/04/2021,5,2,-1,12,9441117526,12:09:54 PM,"SIRI ABHAYA HOSPITAL, KEESARA",-1,4,7,"IG Colony Rd, Sripuram Colony, NFC Employees Colony, Rampally, Ghatkesar, Telangana 501301, India",1619591994000
644,Medchal,0,500039,Medchal,15/04/2021,30,0,-1,50,9701667662,09:32:16 AM,SKIMS HOSPITAL - UPPAL,-1,21,0,"# 2-6-71, near Masjid, Bharat Nagar Colony, Beerappagadda, Uppal, Hyderabad, Telangana 500039, India",1618459336000
645,Medchal,7,500090,Medchal,01/05/2021,0,0,-1,175,6303284571,04:20:23 PM,SLG HOSPITAL - BACHUPALLY,-1,50,2,"SLG Circle, Krishnaja Hills, Nizampet, Hyderabad, Telangana 500090, India",1619866223000
646,Medchal,0,500043,Medchal,02/05/2021,0,0,-1,30,9642477578,11:20:40 AM,"SOORYA HOSPITALS, MEDCHAL",-1,15,0,"Road, Medchal, Kistapur, Telangana 500043, India",1619934640000
647,Medchal,0,500039,Medchal,02/05/2021,7,4,-1,10,9866817252,09:17:43 AM,SPARK HOSPITAL - PEERJADIGUDA,-1,8,1,"Plot No. 2&3 Beside Axis Bank, Peerzadiguda, near Uppal, Raghavendra Nagar Colony, Bhagya Nagar Colony, Peerzadiguda, Hyderabad, Telangana 500039, India",1619927263000
648,Medchal,9,500072,Medchal,26/04/2021,13,4,-1,22,6304828547,09:37:21 AM,SREE GOWRI HOSPITAL - KPHB,-1,9,22,"Kphbroad no4 , Beside laxmi vilas bank,Remedy hospital lane, KPHB colony kkkukatpally, Dharma Reddy Colony Phase I, Kukatpally, Hyderabad, Telangana 500072, India",1619410041000
649,Medchal,1,500083,Medchal,02/05/2021,10,1,-1,12,9642665678,08:01:28 AM,SRI ADHITHYA-DAMMAIGUDA,-1,14,2,"8-50/11, Damaiguda main road, Saket Rd, near ECIL, Narayana Puri Colony, Sai Priya Colony, Dammaiguda, Secunderabad, Telangana 500083, India",1619922688000
650,Medchal,0,500083,Medchal,02/05/2021,2,0,-1,5,9392509124,01:32:39 PM,SRIDHARANI-NAGARAM,-1,6,0,"H.NO:5-16 nagaram 'x'roads,nagaram keesara mdl, medchal dist, near sbh bank, Stella Nagaram, Dammaiguda, Secunderabad, Telangana 500083, India",1619942559000
651,Medchal,2,500055,Medchal,24/04/2021,2,2,-1,6,8008649579,02:54:16 PM,SRI HASINI HOSPITAL-GAJULAMARAM,-1,2,4,"Sriven Enclave, Gajularamaram Road, Sriven Enclave, Near Chittaramma Temple, Gajularamaram Road, Usha Mullapudi Hospital Road, Sriven Enclave, HAL Colony, Jeedimetla, Hyderabad, Telangana 500055, India",1619256256000
652,Medchal,0,500039,Medchal,29/04/2021,5,5,-1,5,9949708268,08:28:02 AM,"SRI HEALTH CARE MULTISPECIALITY HOSPITAL, UPPAL",-1,0,3,"H.No.: 2-3-214/156/NR, Opp. Nalla Cheruvu, beside kattamaisamma Temple, Shanti Nagar, Uppal, Hyderabad, Telangana 500039, India",1619665082000
653,Medchal,4,500055,Medchal,30/04/2021,8,5,-1,8,7799922077,08:57:24 PM,SRI HOSPITAL-SHAPURNAGAR,-1,4,5,"Plot no 5, IDA, Pipe Line Rd, Phase 1, Shapur Nagar, Subhash Nagar, Jeedimetla, Hyderabad, Telangana 500055, India",1619796444000
654,Medchal,0,500055,Medchal,02/05/2021,15,3,-1,20,9030071786,06:45:19 AM,"SRIKARA HOSPITAL - KOMPALLY, MEDCHAL",-1,15,2,"Srikara Hospital, Sri Tirumala Kasani Residency, Medchal Rd, near by Sime Planet, Ruby Block, Dandamudi Enclave, Kompally, Hyderabad, Telangana 500055, India",1619918119000
655,Medchal,0,500035,Medchal,29/04/2021,5,5,-1,5,9848814267,09:21:49 AM,"SRI LAXMI MULTISPECAILITY HOSPITAL LAPROSCOPIC AND RESEARCH CENTRE, NAGOLE-UPPAL",-1,0,5,"Kothapet Road, New Samathapuri Colony, Sowbhagya Nagar, Kothapet, Hyderabad, Telangana 500035, India",1619668309000
656,Medchal,0,500085,Medchal,30/04/2021,7,7,-1,13,8008823040,07:30:58 PM,SRINIVAS CHILDRENS AND GENERAL HOSPITAL-KUKATPALLY,-1,0,11,"Plot no57, 9th Phase Rd, K P H B Phase 9, Kukatpally, Hyderabad, Telangana 500085, India",1619791258000
657,Medchal,14,500098,Medchal,28/04/2021,10,9,-1,10,9912104211,08:34:00 PM,"SRI SAI HOSPITAL, MEDIPALLY",-1,16,0,"7-45, Near Khaman, Chengicherala Main Rd, Medipally, Canara Nagar, Hyderabad, Telangana 500098, India",1619622240000
658,Medchal,3,500010,Medchal,01/05/2021,10,10,-1,7,9100176451,11:39:57 AM,"SRI SANJEEVINI MULTISPECIALITY HOSPITAL, ALWAL",-1,3,5,"Door No. 1, 14/9, near Pipe factory, Srinivasa Nagar Colony, Medchal, M, Telangana 500010, India",1619849397000
659,Medchal,2,500072,Medchal,02/05/2021,60,7,-1,50,8886610105,11:58:03 AM,SRI SRI HOLISTIC HOSPITAL A UNIT OF SREE RAMCHANDRA HEALTH SERVICES PRIVATE LIMITED,-1,37,5,"1-2, 49/13B, Nizampet Rd, Jai Bharat Nagar, Hyder Nagar, Nagarjuna Homes, Kukatpally, Hyderabad, Telangana 500072, India",1619936883000
660,Medchal,0,500090,Medchal,02/05/2021,8,4,-1,10,7901238439,08:06:58 AM,SRI SWASTHIK HOSPITAL - BACHUPALLY,-1,7,3,"Nizampet Rd, beside akshara iit junior collage, near bachupalli, chowrastha, Bachupally, Hyderabad, Telangana 500090, India",1619923018000
661,Medchal,10,500055,Medchal,02/05/2021,10,1,-1,14,9492530883,08:25:14 AM,SRUJANA HOSPITAL - QUTHBULLAPUR,-1,10,7,"Suchitra, Sri Krishna Nagar, Quthbullapur, Hyderabad, Telangana 500055, India",1619924114000
662,Medchal,1,500034,Medchal,18/04/2021,10,5,-1,10,9550400852,06:19:22 PM,STORK HOSPITALS PVT LTD -PETBASHEERABAD,-1,10,0,"No.8-2-698, Rd Number 12, Bhola Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",1618750162000
663,Medchal,0,500072,Medchal,30/04/2021,1,0,-1,6,8464990055,03:34:20 PM,SUBHIKSHA HOSPITAL - KPHB,-1,3,0,"HIG-2-247, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072, India",1619777060000
664,Medchal,1,500072,Medchal,29/04/2021,0,0,-1,19,9515865105,08:26:04 AM,"SUMANA HOSPITAL, KUKATPALLY",-1,8,6,"Plot No.668, Sumana Hospital Lane, Rd Number 2, Vivekananda Nagar, Kukatpally, Hyderabad, Telangana 500072, India",1619664964000
665,Medchal,5,500039,Medchal,01/05/2021,25,24,-1,17,9912228489,12:58:19 PM,"SUMITHRA HOSPITALS PVT LTD, UPPAL",-1,8,6,"H.no:1-30/F, Rajnagar Colony, Saraswathi Colony, Gaddi annaram, Hyderabad, Telangana 500039, India",1619854099000
666,Medchal,10,500083,Medchal,02/05/2021,10,8,-1,10,9100099908,09:17:46 AM,SUN LIFES HOSPITAL - DAMMAIGUDA,-1,10,8,"2, Nagaram Rd, Ayyappa Colony, Dammaiguda, Secunderabad, Telangana 500083, India",1619927266000
667,Medchal,6,500072,Medchal,29/04/2021,21,16,-1,11,8886668020,04:09:31 PM,SURAKSHAKA DIABETIC CENTRE - KPHB,-1,9,5,"MIG 218, KPHB Main Road, Kukatpally, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072, India",1619692771000
668,Medchal,0,,Medchal,28/04/2021,10,10,-1,0,--,08:50:39 PM,"SURAKSHAKA WOMEN AND CHILDREN HOSPITAL, KOMPALLY",-1,0,0,,1619623239000
669,Medchal,2,500062,Medchal,02/05/2021,16,2,-1,30,9885330488,02:33:04 PM,"THATHA HOSPITAL, ECIL",-1,14,6,"100, Anupuram Colony ECIL post Near Radhika Theater, A. S. Rao Nagar, Hyderabad, Telangana 500062, India",1619946184000
670,Medchal,0,,Medchal,28/04/2021,3,0,-1,10,--,11:10:29 AM,"TREATMENT RANGE HOSPITAL PVT LTD, KUKATPALLY",-1,6,4,,1619588429000
671,Medchal,0,500062,Medchal,02/05/2021,25,4,-1,20,8096998813,08:01:19 AM,TULASI - ECIL,-1,10,0,"A-12, Electronic Complex, Kushaiguda, Secunderabad, Kushaiguda Industrial Area, Kushaiguda, Hyderabad, Telangana 500062, India",1619922679000
672,Medchal,2,500039,Medchal,02/05/2021,20,0,-1,40,9701667662,08:51:21 AM,"TX HOSPITSLS, UPPAL",-1,41,0,"# 2-6-71, near Masjid, Bharat Nagar Colony, Beerappagadda, Uppal, Hyderabad, Telangana 500039, India",1619925681000
673,Medchal,0,500072,Medchal,01/05/2021,29,3,-1,0,9248004438,01:21:33 PM,"UDBHAVA CHILDRENS HOSPITAL, KPHB COLONY",-1,0,0,"MIG - 196, Rd Number 1, MIG No 1, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072, India",1619855493000
674,Medchal,2,501401,Medchal,02/05/2021,10,8,-1,8,9948533625,11:04:46 AM,"VAJRA HOSPITALS, MEDCHAL",-1,8,7,"NH 44, Near Bus Depot, R T C Colony Medchal, Medchal, Secunderabad, Telangana 501401, India",1619933686000
675,Medchal,0,,Medchal,02/05/2021,16,15,-1,4,9848814267,01:20:13 PM,Vasu nd hara Hospital- Moosapet ,-1,0,0,,1619941813000
676,Medchal,2,,Medchal,01/05/2021,6,6,-1,10,7661021344,02:25:15 PM,VENNELA HOSPITAL OLD BOWENPALLY,-1,4,10,,1619859315000
677,Medchal,10,501401,Medchal,02/05/2021,10,10,-1,10,7288999960,12:27:30 PM,"VR MULTISPECIALITY HOSPITAL, NEW BOWENPALLY",-1,20,0,"Unnamed Road, Chandra Nagar, Medchal, Secunderabad, Telangana 501401, India",1619938650000
678,Medchal,0,500062,Medchal,02/05/2021,8,1,-1,8,7799612521,08:00:01 AM,XENIA HOSPITALS - ECIL,-1,4,0,"Plot No. 43, EC Extension, ECIL X Roads, ECIL, Laxmi Garden, Cherlapalli, Hyderabad, Telangana 500062, India",1619922601000
679,Nagarkurnool,0,509209,Nagarkurnool,02/05/2021,9,9,-1,1,9440295252,01:34:58 PM,ANITHA CAREWELL HOSPITAL,-1,0,1,"Nagarkurnool, Telangana 509209, India",1619942698000
680,Nagarkurnool,1,509324,Nagarkurnool,26/04/2021,23,23,-1,1,9652442233,05:12:25 PM,CBM PRAJA VAIDHYASHALA,-1,1,1,"opp, Govt.college, Vidya Nagar, Kalwakurthy, Telangana 509324, India",1619437345000
681,Nagarkurnool,0,509209,Nagarkurnool,28/04/2021,8,8,-1,1,9440498618,02:12:41 PM,CHINTALA NARAYAN REDDY (CNR) MEMORIAL HOSPITAL,-1,0,1,"Nagarkurnool, Telangana 509209, India",1619599361000
682,Nagarkurnool,0,509209,Nagarkurnool,02/05/2021,2,2,-1,5,8790971414,09:40:35 AM,GAYATHRI HOSPITAL,-1,0,5,"Nagarkurnool, Telangana 509209, India",1619928635000
683,Nagarkurnool,0,509209,Nagarkurnool,02/05/2021,6,6,-1,0,8184848169,01:59:53 PM,MAMATHA SUBBAREDDY HOSPITAL,-1,0,0,"Nagarkurnool-Lingal Rd,opp to Gov District Hospital, Nagarkurnool, Telangana 509209, India",1619944193000
684,Nagarkurnool,0,509209,Nagarkurnool,02/05/2021,6,2,-1,1,8008885999,01:45:26 PM,MEDCURE HOSPITAL ,-1,0,0,"Nagarkurnool - Gatturavipakula Rd, Srinagar, Nagarkurnool, Telangana 509209, India",1619943326000
685,Nagarkurnool,0,509209,Nagarkurnool,01/05/2021,10,10,-1,2,7702039363,10:09:16 AM,PRAGATHI NURSING HOME,-1,0,2,"Srinagar colony, near Rtc Busstand, Nagarkurnool, Telangana 509209, India",1619843956000
686,Nagarkurnool,0,509209,Nagarkurnool,23/04/2021,10,5,-1,1,9390061165,12:36:25 PM,PRASHANTHI NURSING HOME,-1,0,1,"Srinagar colony, near Rtc Busstand, Nagarkurnool, Telangana 509209, India",1619161585000
687,Nagarkurnool,0,509209,Nagarkurnool,02/05/2021,4,4,-1,1,9848213838,01:44:17 PM,SAMATHA HOSPITAL,-1,0,1,"Nagarkurnool, Telangana 509209, India",1619943257000
688,Nagarkurnool,0,509209,Nagarkurnool,29/04/2021,3,3,-1,2,9010362408,02:31:25 AM,SHOBHA HOSPITAL,-1,0,2,"Nagarkurnool, Telangana 509209, India",1619643685000
689,Nagarkurnool,0,509209,Nagarkurnool,02/05/2021,10,10,-1,0,9505274814,02:28:39 PM,SREENIVASA HOSPITAL ,-1,0,0,"Nagarkurnool, Telangana 509209, India",1619945919000
690,Nagarkurnool,0,509209,Nagarkurnool,29/04/2021,5,5,-1,1,7702047171,09:50:50 AM,SRI RAMYA HOSPITAL,-1,0,1,"Nagarkurnool, Telangana 509209, India",1619670050000
691,Warangal Urban,0,506002,Warangal Urban,02/05/2021,6,6,-1,1,7386242533,05:39:42 AM,SRI SAI HOSPITAL,-1,0,1,"Kashibugga, near Siddayya Hotel, Shanthi Nagar, Kashibugga, LB Nagar, Warangal, Telangana 506002, India",1619914182000
692,Warangal Urban,0,506002,Warangal Urban,01/05/2021,3,0,-1,0,7386242533,08:05:57 AM,SRI SAI HOSPITAL,-1,0,0,"Kashibugga, near Siddayya Hotel, Shanthi Nagar, Kashibugga, LB Nagar, Warangal, Telangana 506002, India",1619836557000
693,Nagarkurnool,0,509209,Nagarkurnool,02/05/2021,6,6,-1,1,9440731804,11:06:57 AM,SRI SATHYA SAI NURSING HOME,-1,0,1,"Nagarkurnool, Telangana 509209, India",1619933817000
694,Nagarkurnool,0,509209,Nagarkurnool,02/05/2021,5,5,-1,2,9573535622,11:00:27 AM,SRI SHIVA NURSING HOME,-1,0,2,"Srinagar colony, near Rtc Busstand, Nagarkurnool, Telangana 509209, India",1619933427000
695,Nalgonda,2,508001,Nalgonda,01/05/2021,5,1,-1,6,9000265699,04:53:26 PM,"ABHAYA MALTISPECIALITY HOSPITAL, PRAKASHAM BAZAR, NALGONDA",-1,7,1,"Subhash Road,Prakasham Bazar,Nalagonda Subhash Road, Prakasham Bazar Rd, New Prakasham Bazar, Bottu Guda, Nalgonda, Telangana 508001, India",1619868206000
696,Nalgonda,7,508001,Nalgonda,28/04/2021,16,16,-1,22,7337335050,09:03:35 PM,"GREENLAND HOSPITAL, NALGONDA",-1,12,22,"Road, Rahamath Nagar, Ramgiri, Golla Guda Rural, Telangana 508001, India",1619624015000
697,Nalgonda,1,508001,Nalgonda,01/05/2021,16,16,-1,22,7337335050,10:29:49 PM,GREENLANDS MULTISPECIALITY HOSPITAL - NALGONDA,-1,12,21,"Subhash Road,Prakasham Bazar,Nalagonda Subhash Road, Prakasham Bazar Rd, New Prakasham Bazar, Bottu Guda, Nalgonda, Telangana 508001, India",1619888389000
698,Nalgonda,3,508207,Nalgonda,01/05/2021,30,14,-1,12,9849191324,12:16:03 PM,"JYOTHI HOSPITAL, MIRYALGUDA",-1,8,0,"Vinobha Nagar, Miryalaguda, Telangana 508207, India",1619851563000
699,Nalgonda,54,508254,Nalgonda,01/05/2021,459,457,-1,21,9885154553,04:27:42 PM,KAMINENI INSTITUTE OF MEDICAL SCIENCES - NARKETPALLY,-1,68,21,"Akkenepally vari lingotam, Narketpalle, Telangana 508254, India",1619866662000
700,Nalgonda,0,508001,Nalgonda,01/05/2021,0,0,-1,21,9640564572,02:06:14 PM,"KONARK MULTISPECIALITY HOSPITAL, MIRYALAGUDA",-1,9,0,"Miryalaguda Rd, near Natraj thearter, New Prakasham Bazar, Bottu Guda, Nalgonda, Telangana 508001, India",1619858174000
701,Nalgonda,9,508207,Nalgonda,01/05/2021,0,0,-1,5,--,08:30:23 AM,"MANASA HOSPITAL, MIRYALAGUDA",-1,10,5,"20, 184, beside mamatha hospital, Doctors Colony, Miryalaguda, Telangana 508207, India",1619838023000
702,Nalgonda,0,508001,Nalgonda,02/05/2021,5,2,-1,5,9866565759,11:59:48 AM,"MAXHEALTH MULTISPECIALITY HOSPITAL, BOTTUGUDA, NALGONDA",-1,6,1,"New Prakasham Bazar, Bottu Guda, Nalgonda, Telangana 508001, India",1619936988000
703,Nalgonda,0,508001,Nalgonda,02/05/2021,10,0,-1,10,9248616038,12:08:53 PM,"NAVYA MULTI SPECIALITY HOSPITAL, BOTTUGUDA, NALGONDA",-1,10,8,"Miryalaguda Rd, near Natraj thearter, New Prakasham Bazar, Bottu Guda, Nalgonda, Telangana 508001, India",1619937533000
704,Nalgonda,7,508001,Nalgonda,02/05/2021,8,8,-1,10,--,12:32:02 PM,"NOBLE DIAGNOSTIC AND MULTI SUPER SPECIALITY HOSPITAL, NALGONDA",-1,7,10,"near Axis Bank, New Prakasham Bazar, Bottu Guda, Nalgonda, Telangana 508001, India",1619938922000
705,Nalgonda,10,508207,Nalgonda,01/05/2021,8,1,-1,8,--,12:36:37 PM,"PULSE MULTISPECIALITY HOSPITAL, ISLAMPURA, MIRYALAGUDA",-1,10,6,"Islampura Rd, Islampura, Miryalaguda, Telangana 508207, India",1619852797000
706,Nalgonda,4,508001,Nalgonda,02/05/2021,8,2,-1,10,9440450628,09:16:56 AM,"SAI SRINIVASA HOSPITAL AND DIAGNOSTIC CENTER, NALGONDA ",-1,12,0,"Ansari Colony, Ramgiri, Nalgonda, Telangana 508001, India",1619927216000
707,Nalgonda,4,508004,Nalgonda,02/05/2021,10,10,-1,12,9703686080,11:25:31 AM,"SAMRAKSHA MULTISPECIALITY HOSPITAL, DVK ROAD, NALGONDA",-1,14,12,"Samraksha multi speciality hospital, DVK Rd, opposite to KANAKADURGA COLONY ARCH, Nalgonda, Telangana 508004, India",1619934931000
708,Nalgonda,1,508248,Nalgonda,02/05/2021,2,0,-1,8,9494943935,01:21:32 PM,"SANJEEVINI MULTI SPECIALITY HOSPITAL, DEVERKONDA",-1,1,0,"18-72, Gandhi Nagar, Devarakonda, Telangana 508248, India",1619941892000
709,Nalgonda,0,508001,Nalgonda,01/05/2021,5,1,-1,5,8464087102,01:56:02 PM,"SANJEEVINI MULTISPECIALITY HOSPITAL, DVK ROAD, NALGONDA",-1,5,0,"Opp: MVR School, DVK Rd, Nalgonda, Telangana 508001, India",1619857562000
710,Nalgonda,0,508207,Nalgonda,02/05/2021,10,1,-1,9,--,09:55:34 AM,"SRI BALAJI MULTI SPECIALITY HOSPITAL, MIRYALAGUDA",-1,13,0,"Srinivasa Talkies Rd, Doctors Colony, Miryalaguda, Telangana 508207, India",1619929534000
711,Nalgonda,3,508001,Nalgonda,02/05/2021,0,0,-1,20,9252555777,09:57:36 AM,SRI LAXMI MULTISPECIALITY HOSPITAL - NALGONDA,-1,8,15,"Nalgonda,, Bottu Guda, Nalgonda, Telangana 508001, India",1619929656000
712,Nalgonda,14,508207,Nalgonda,02/05/2021,15,2,-1,21,--,11:27:42 AM,"SRI SAI RAKSHA MULTISPECIALITY HOSPITAL, DOCTORS COLONY, NALGONDA",-1,14,16,"HP gas Line, HDFC Bank Opposite Road, Miryalaguda, Telangana 508207, India",1619935062000
713,Nalgonda,1,508207,Nalgonda,29/04/2021,10,3,-1,0,9959334148,09:56:26 AM,"SRI SURYA GENERAL HOSPITAL, MIRYALAGUDA",-1,6,0,"Doctors Colony, Miryalaguda, Telangana 508207, India",1619670386000
714,Nalgonda,0,,Nalgonda,01/05/2021,5,5,-1,10,--,09:05:12 AM,"SRI VIJENDRA REDDY MULTISPECIALITY HOSPITAL, DVK ROAD, NLG",-1,5,4,,1619840112000
715,Nalgonda,0,508207,Nalgonda,01/05/2021,10,0,-1,10,8106811223,12:21:49 PM,"VARSHITHA HOSPITAL, ASHOK NAGAR, MIRYALAGUDA",-1,10,0,"HP Gas Lane, Miryalaguda, Telangana 508207, India",1619851909000
