id,total_beds_allocated_to_covid,available_icu_beds_with_ventilator,pincode,total_beds_without_oxygen,officer_name,hospital_phone,officer_designation,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,hospital_address,district,total_beds_with_oxygen,available_beds_with_oxygen,last_updated_on,hospital_category,area,fee_regulated_beds,available_beds_without_oxygen,total_icu_beds_without_ventilator,charges
209,750,0,411018,0,No Data Available,7767002444 / 7767003444,No Data Available,Annasaheb Magar Stadium (Jumbo Facility),0,60,"Trishul Sahakari Housing Society, Yashwantnagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018",Pune,600,0,1619943542000,DCH,PCMC,0,0,90,Government Free
210,191,0,411019,0,No Data Available,7030000170,No Data Available,Auto-Cluster PCMC,0,14,"H-Block, Plot No. C-181 Chinchwad East, Old Mumbai - Pune Hwy, Pune, Maharashtra 411019",Pune,150,0,1619943542000,DCH,PCMC,0,0,27,Government Free
211,90,0,411026,18,No Data Available,02063150302,No Data Available,New Bhosari Hospital,0,0,"Gulve Vasahat, Bhosari, Pimpri-Chinchwad, Maharashtra 411026",Pune,72,0,1619943541000,DCHC,PCMC,0,4,0,Government Free
212,84,0,411017,64,No Data Available,9922501316,No Data Available,New Jijamata Hospital,0,0,"40/662, Shastri Nagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411017",Pune,20,0,1619943540000,DCHC,PCMC,0,0,0,Government Free
213,50,0,,50,No Data Available,9922736052,No Data Available,"A.B.Services Boys Hostel, Akurdi (Ayush Hosp.)",0,0,"Dr.D.Y.Patil College Road, Akurdi",Pune,0,0,1619943540000,CCC,PCMC,0,29,0,Government Free
214,60,0,,60,No Data Available,9422555055,No Data Available,"All India Jain Foundation, Ravet  (Oxycare Hospital)",0,0,"Plot No.12, AR-2, Siddhi Corner, Above Keen Mart, D.Y.Patil Road, Pradhikaran",Pune,0,0,1619943540000,CCC,PCMC,0,60,0,Government Free
215,220,0,,220,No Data Available,7218054327,No Data Available,Balewadi Sports Complex (BVG India),0,0,Balewadi,Pune,0,0,1619943540000,CCC,PCMC,0,90,0,Government Free
216,550,0,411026,550,No Data Available,9881729591,No Data Available,Balnagari (Ruby Ailcare),0,0,"J-522, MIDC Rd, Khande Wasti, Pimpri Chinchwad New Twp Development Authority, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026",Pune,0,0,1619943540000,CCC,PCMC,0,221,0,Government Free
217,200,0,,200,No Data Available,9309163248,No Data Available,"Gharkul B-10, Chikhali (Divine Hosp)",0,0,"Gharkul, Chikhali",Pune,0,0,1619943540000,CCC,PCMC,0,0,0,Government Free
218,168,0,,168,No Data Available,9309163248,No Data Available,"Gharkul B-12, Chikhali (Divine Hosp)",0,0,"Gharkul, Chikhali",Pune,0,0,1619943540000,CCC,PCMC,0,0,0,Government Free
219,200,0,,200,No Data Available,7030729676,No Data Available,"Gharkul B-9, Chikhali (Divine Hosp)",0,0,"Gharkul, Chikhali",Pune,0,0,1619943540000,CCC,PCMC,0,174,0,Government Free
220,550,0,411019,550,No Data Available,9881729591,No Data Available,"Gharkul D-5, Chikhali (Icon Hosp)",0,0,"Sector 19, Chikhali, Vitthal Nagar, Maharashtra 411019",Pune,0,0,1619943540000,CCC,PCMC,0,221,0,Government Free
221,200,0,411019,200,NA,8668997216,NA,"Gharkul D-6, Chikhali (Icon Hosp)",0,0,"Gharkul, Chikhali",Pune,0,0,1619943540000,CCC,PCMC,0,113,0,Government Free
222,200,0,,200,No Data Available,8668997216,No Data Available,"Gharkul D-7, Chikhali (Icon Hosp)",0,0,Chikhali,Pune,0,0,1619943540000,CCC,PCMC,0,20,0,Government Free
223,200,0,,200,No Data Available,8668997216,No Data Available,"Gharkul D-8, Chikhali (Icon Hosp)",0,0,Chikhali,Pune,0,0,1619943540000,CCC,PCMC,0,25,0,Government Free
224,12,0,,12,No Data Available,9879888192,No Data Available,"Hotel Daksh, New Telco Road, Pimpri (Divine Hospital)",0,0,"Udyam Nagar, Near Annasaheb magar Stadium, New Telco Road, Pimpri-411018",Pune,0,0,1619943540000,CCC,PCMC,0,12,0,Government Free
225,20,0,,20,No Data Available,9075965550,No Data Available,"Hotel Ginger, Wakad (Apollo Hospital)",0,0,Wakad,Pune,0,0,1619943540000,CCC,PCMC,0,19,0,Government Free
226,25,0,,25,No Data Available,9960889451,No Data Available,Hotel Pioneer (Nandedkar Hosp),0,0,"SN 49/1/1, Behind Pratibha Motors, Near Pandit Petrol Pump, Dange Chowk, Tathawade, Pune-411033",Pune,0,0,1619943540000,CCC,PCMC,0,9,0,Government Free
227,50,0,,50,No Data Available,9922736052,No Data Available,"Hotel Regal Inn, Morewadi (Ayush Hosp)",0,0,Morwadi,Pune,0,0,1619943540000,CCC,PCMC,0,50,0,Government Free
228,300,0,,300,No Data Available,9169757777,No Data Available,"MHADA -11 C, Mahalunge (Bhise Hospital)",0,0,Mahalunge,Pune,0,0,1619943540000,CCC,PCMC,0,131,0,Government Free
229,50,0,,50,No Data Available,9923231681,No Data Available,"Sai Darshan Building, Pimple Gurav (Ayushri Hospiital)",0,0,"Sai Darshan Bulding, sr.no. 73/8, A wing, PimpleGurav, Pune 61",Pune,0,0,1619943540000,CCC,PCMC,0,35,0,Government Free
230,20,0,,20,No Data Available,9762888910,No Data Available,SKF Copany Guest House (Employee Only),0,0,"SKF Company Campus, Chinchwad",Pune,0,0,1619943540000,CCC,PCMC,0,5,0,Government Free
231,200,0,,200,No Data Available,9172259047,No Data Available,"Social Justice Departments Boys Hostel, Moshi (Trust Health Care)",0,0,Moshi,Pune,0,0,1619943540000,CCC,PCMC,0,148,0,Government Free
232,50,0,,50,No Data Available,7972438063,No Data Available,"SPM School, Yamunanagar (Star Hospital)",0,0,"SPM.School, Nigdi, Yamunanagar",Pune,0,0,1619943540000,CCC,PCMC,0,14,0,Government Free
233,200,0,,200,No Data Available,8888442244,No Data Available,"Tribal Boys Hostel, Moshi (Trust Healthcare)",0,0,Moshi,Pune,0,0,1619943540000,CCC,PCMC,0,200,0,Government Free
234,534,0,,114,No Data Available,7767006444,No Data Available,PGI YCM Hospital - DCH,0,30,"YCM Hospital Rd, Sant Tukaram Nagar, Pimpri Colony, Pune,",Pune,390,0,1619943542000,DCH,PCMC,0,0,0,MPJAY Free
235,133,0,412105,48,No Data Available,9689920815,No Data Available,Accord Sant Dnyaneshwar Hospital,0,12,"Spine Road Plot No. 1/1 Kendriya Vihar Road, Santa Nagar, Moshi Pradhikaran, Sector Number 4, Pimpri-Chinchwad, Maharashtra 412105",Pune,49,0,1619943541000,DCHC,PCMC,0,0,24,MPJAY Free
236,870,0,411018,396,No Data Available,9168259193,No Data Available,D.Y. Patil Medical College & Hospital,0,60,"Sant Tukaram Nagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018",Pune,382,52,1619943542000,DCHC,PCMC,0,388,32,MPJAY Free
237,48,0,411026,23,No Data Available,8669665293,No Data Available,"Desai Hospital, Bhosari",0,4,"no.7, 8, Nashik - Pune Hwy, Near Hotel Haveli, Bhosari, Pune, Maharashtra 411026",Pune,15,0,1619943540000,DCHC,PCMC,0,11,6,MPJAY Free
238,115,0,411033,15,No Data Available,9881985453,No Data Available,"Lokmanya Hospital, Chinchwad",0,10,"314 / B, Chinchwad Gaon Rd, Udyog Nagar, Chinchwad, Pune, Maharashtra 411033",Pune,72,0,1619943541000,DCHC,PCMC,0,0,18,MPJAY Free
239,270,0,,23,No Data Available,9881123008,No Data Available,Aditya Birla Memorial Hospital - DCH,0,26,"Dange Chwok road, Chinchwad",Pune,179,10,1619943542000,DCH,PCMC,0,15,42,Chargeable
240,15,0,,10,No Data Available,9834974688,No Data Available,"Aarya Hospital, Moshi",0,0,In Front Of Kumar Princeville Society Moshi,Pune,5,3,1619943541000,DCHC,PCMC,0,10,0,Chargeable
241,12,0,,0,No Data Available,9075471913,No Data Available,"Aditya Hospital, Pimple Gurav",0,0,"Suyog Colony, Pimple Gurav, Pimpri-Chinchwad, Maharashtra 411061",Pune,12,9,1619943541000,DCHC,PCMC,0,0,0,Chargeable
242,20,0,,10,No Data Available,9175277825,No Data Available,"Aegis Multispeciality Hospital, Akurdi",0,1,"Khandoba Mal, Tapsvi Plaza Akurdi",Pune,4,0,1619943541000,DCHC,PCMC,0,6,5,Chargeable
243,30,0,411017,10,No Data Available,8308081314,No Data Available,AJS City Hospital Thergaon,0,0,"Survey No 12/18, Driver colony, Thergaon, Kalewadi Phata, Pune, Maharashtra 411017",Pune,14,0,1619943540000,DCHC,PCMC,0,6,6,Chargeable
244,30,0,,2,No Data Available,9011023332,No Data Available,"Anand Multispeciality, Bhosari",0,1,Opp. PMT Chowk Pune Nashik Road Bhosari pune 411039,Pune,20,14,1619943540000,DCHC,PCMC,0,2,7,Chargeable
245,25,0,,10,No Data Available,8149733771,No Data Available,"Ankur Hospital, Thergaon",0,0,"16 No Bus Stop, Police Line Corner, Thergoan, opposite to prem super market, Pune, Maharashtra 411033",Pune,15,7,1619943541000,DCHC,PCMC,0,0,0,Chargeable
246,15,0,,8,No Data Available,9860595667,No Data Available,"Apeksha Hospital, Charholi",2,1,"Alandi Road Chowiswadi, Charoli BK",Pune,4,4,1619253862000,DCHC,PCMC,0,0,2,Chargeable
247,30,0,411033,20,No Data Available,9588692217,No Data Available,"Apex Hospital, Kalewadi",0,1,"12, Kalewadi - Rahatani Rd, Kalewadi Phata, Gajanan Nagar, Sulabh Colony, Thergaon, Pimpri-Chinchwad, Maharashtra 411033",Pune,4,0,1619943540000,DCHC,PCMC,0,0,5,Chargeable
248,25,0,,0,No Data Available,8888568777,No Data Available,Apple Hospital Pimple Nilakh,0,1,S.NO- 26/1/1/2 FLAT NO- 1 TP 7 SHAANTI NIKETAN SOC. WAKAD MAIN ROAD JAGTAP DAIRY PIMPLE NILAKH,Pune,20,15,1619943541000,DCHC,PCMC,0,0,4,Chargeable
249,15,0,412114,8,No Data Available,9767589578,No Data Available,"Apple Multispeciality Hospital, Chikhali",0,1,"16/2, Dehu - Alandi Rd, Vrindavan Chikhali Patil Nagar, Patilnagar, Gitai Colony, Chikhali, Pimpri-Chinchwad, Maharashtra 412114",Pune,4,3,1619943540000,DCHC,PCMC,0,8,2,Chargeable
250,35,0,,20,No Data Available,9860361640,No Data Available,"Ashraya Hospital, Wakad",4,0,"Chamunda Heritage, Survey No 129/1/A/7, Wakad  411057",Pune,11,8,1619943540000,DCHC,PCMC,0,17,4,Chargeable
251,50,0,411018,31,No Data Available,9322479568,No Data Available,"Ayush Hospital, Neharunagar",0,4,"Harsh Viraj, Santoshi Mata Chowk, Nehru Nagar signal, Nehru Nagar Bhosari Rd, near H.A ground, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018",Pune,9,0,1619943540000,DCHC,PCMC,0,20,6,Chargeable
252,26,0,411017,9,No Data Available,9923231681,No Data Available,"Ayushri Hospital, Pimpri",0,2,"Tapovan Mandir Rd, Pimpri Gaon, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411017",Pune,10,0,1619943540000,DCHC,PCMC,0,5,5,Chargeable
253,15,0,,7,No Data Available,9860362320,No Data Available,"Bharti Hospital, Pimple Saudagar",0,1,"Bharti Hospital, Ganeesham II  Near Gold's Gym Pimple Saudagar",Pune,7,2,1619943540000,DCHC,PCMC,0,2,0,Chargeable
254,33,0,,0,No Data Available,8856969771,No Data Available,Birasaheb Rupnar Memorial Hospital Bhosari,1,2,"S. No 3, Indrayani Nagar Bhosari",Pune,23,0,1619943541000,DCHC,PCMC,0,0,8,Chargeable
255,48,0,,16,No Data Available,8149400021,No Data Available,"Brahmhachaitanya Super Sp Hospital, Chinchwad",3,3,"Bhoir Colony, Station Road Near Ramkrishna More Sabhagruha, opp. Tata Motors Plant, Pimpri-Chinchwad, Maharashtra 411033",Pune,18,6,1619943540000,DCHC,PCMC,0,2,11,Chargeable
256,19,0,,4,No Data Available,7030800300,No Data Available,"Care Lifeline Hospitals, Thergaon",0,0,"Sr. No. 5/4/3  Sai Market, Nakhaye Nagsr Sai Mandir,  Thergaon",Pune,10,3,1619943540000,DCHC,PCMC,0,0,5,Chargeable
257,23,0,412114,5,No Data Available,8237770911,No Data Available,"Chaudhari Hopsital, Chikhali",0,1,"Moshi - Alandi Rd, opp. Indian CNG petrol pump infront of madhubhan lodge, Jadhav Wadi, Chikhali, chikali, Maharashtra 412114",Pune,11,4,1619943540000,DCHC,PCMC,0,1,6,Chargeable
258,15,0,,3,No Data Available,9552594775,No Data Available,"Chavan Hospital, Pimpri",0,1,"Chavan Hospital, Plot No. 54, Vastu Udyog, Pimpri Pune 18",Pune,8,2,1619943541000,DCHC,PCMC,0,3,3,Chargeable
259,26,0,,6,No Data Available,9850172762,No Data Available,"Chest and General Hospital, Indrayani Nagar, Bhosari",0,0,Shubh Complex Near Maharashtra Bank Sec No. 2 Indrayani Nagar Bhosari 41039,Pune,18,6,1619943542000,DCHC,PCMC,0,6,2,Chargeable
260,34,0,,9,No Data Available,7758876789,No Data Available,"Chetna Hospital, MIDC Chinchwad",1,1,"Near Rotary Club, MIDC G bLock Chincwad",Pune,21,10,1619943540000,DCHC,PCMC,0,0,3,Chargeable
261,30,0,,7,No Data Available,9834399385,No Data Available,"Citi Care Hospital, Pimpri",0,1,Pimpri,Pune,9,1,1619943540000,DCHC,PCMC,0,7,13,Chargeable
262,20,0,,0,No Data Available,8483088516,No Data Available,"Crystal Hospital, Thergaon",1,1,"Sr. No 14/16, Ganesh corner Building Near 16, No Bus stop belthikanagr Thergoan Pune 33",Pune,15,14,1619943540000,DCHC,PCMC,0,0,4,Chargeable
263,312,0,,272,No Data Available,7796663366,No Data Available,"D.Y. Patil Ayurved Hospital, Pimpri",3,0,"Dr. D.Y.Patil collage of Ayurved Hospital & Research Center, Pimpri Pune 18",Pune,30,19,1619943541000,DCHC,PCMC,0,234,10,Chargeable
264,27,0,,5,No Data Available,8485818004,No Data Available,"Dhanvantari Hospital, Chikhali",0,1,"Main chauk, near Savta mali mandir, Jadhav Wadi, Chikhali, Pune, Maharashtra 412114",Pune,15,6,1619943541000,DCHC,PCMC,0,4,6,Chargeable
265,24,0,,0,No Data Available,020-27656950,No Data Available,"Dhanwantari MSH, Nigdi",0,4,"Sector No.25, Pradhikaran, Nigdi",Pune,19,2,1619943540000,DCHC,PCMC,0,0,1,Chargeable
266,30,0,,3,No Data Available,9673684938,No Data Available,"Divine Superspeciality Hospital, Morwadi",0,2,", MIDC Rd, Sector 25, Samrat Chowk, opposite Rama Equator, Morewadi, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411055",Pune,15,0,1619943541000,DCHC,PCMC,0,0,10,Chargeable
267,21,0,,13,No Data Available,9689908543,No Data Available,Gaikwad Diabetes Centre,0,1,Bhosari,Pune,0,0,1619943540000,DCHC,PCMC,0,7,7,Chargeable
268,30,0,,4,No Data Available,9503875903,No Data Available,"Ganadhish Hospital, Chinchwad",0,0,"Ganadish Hospital, Chaphekar Chowk Chinchwad 411033",Pune,26,24,1619943540000,DCHC,PCMC,0,3,0,Chargeable
269,15,0,,0,No Data Available,9850612005,No Data Available,"Gangotri Hospital, Dighi",0,0,Dighi,Pune,15,3,1619943541000,DCHC,PCMC,0,0,0,Chargeable
270,21,0,,4,No Data Available,9422546848,No Data Available,"Ghadage Hospital, Krishna Nagar, Mhetrewasti",0,1,"Sector no 20, Plot no 33 A/1 PCNDTA, Krishna Nagar, Chinchwad 411019",Pune,12,0,1619679745000,DCHC,PCMC,0,0,4,Chargeable
271,25,0,411057,7,No Data Available,9890669565,No Data Available,"Global Hospital, Wakad",0,3,"Pride Purple Square 1st & 2nd Floor, Kalewadi phata, Wakad, Pimpri-Chinchwad, Maharashtra 411057",Pune,6,0,1619943540000,DCHC,PCMC,0,0,9,Chargeable
272,15,0,,3,No Data Available,7796696655,No Data Available,"Global Multispeciality Hospital, Dighi",0,0,"Near Vitthal Mandir, Dighi",Pune,12,2,1619943542000,DCHC,PCMC,0,2,0,Chargeable
273,39,0,,22,No Data Available,9881268787,No Data Available,"Golden Care Hosp,Wakad",0,1,"S.No. 117/3, Bhumkar wasti, Hinjwadi Raod, Wakad, Pune 57",Pune,8,0,1619943540000,DCHC,PCMC,0,16,8,Chargeable
274,130,0,411019,67,No Data Available,9422879755,No Data Available,"Gunjkar Multispeciality Hospital, Chikhali",0,12,"Shivatej Nagar, Chinchwad, Vitthal Nagar, Maharashtra 411019",Pune,45,2,1619943541000,DCHC,PCMC,0,7,6,Chargeable
275,17,0,,11,No Data Available,9665512395,No Data Available,"Health Care Hospital, Chikhali",0,0,"Laxmi Comples In Front of Gajanan Mhetre garden, Chikhali Pune",Pune,6,4,1619943540000,DCHC,PCMC,0,11,0,Chargeable
276,44,0,,22,No Data Available,9075513707,No Data Available,"Helios Bharti Hospital, Kalewadi",0,2,"secand & third Floor Shama Arcade s.no.111,Hissa No.10A,cts no.7891 Rahatni Pune",Pune,13,1,1619943540000,DCHC,PCMC,0,1,7,Chargeable
277,15,0,,4,No Data Available,9960688789,No Data Available,"Jadhav Hospital, Kalewadi",3,0,Tapkir Chowk Kalewadi,Pune,7,6,1619943540000,DCHC,PCMC,0,4,4,Chargeable
278,18,0,,6,No Data Available,8788218882,No Data Available,"Jaihind Hospital, Bhosari",0,1,Bhosari,Pune,6,1,1619943541000,DCHC,PCMC,0,6,5,Chargeable
279,15,0,,11,No Data Available,9325780107,No Data Available,Jeevan Hospital Moshi,0,0,"Sector no 4 Pune Nashik Highway, Sant Nagar Moshi Pradhikaran",Pune,0,0,1619943541000,DCHC,PCMC,0,6,4,Chargeable
280,42,0,,5,No Data Available,8237026263,No Data Available,"Jeevan Jyoti Hospital, Kalewadi",0,1,Mhaske Complex Opp. Shivratna Hotel Gajanan Nagar Rahatani Kalewadi,Pune,30,0,1619943541000,DCHC,PCMC,0,0,6,Chargeable
281,15,0,,9,No Data Available,9834959803,No Data Available,"Kamthe Hospital, Dighi",0,0,"Dharmveer Sambhaji Raje Chowk, Adarsh Nagar, Dighi",Pune,6,1,1619943541000,DCHC,PCMC,0,5,0,Chargeable
282,28,0,,10,No Data Available,9503189884,No Data Available,"Life Care Hospital, Chikhali",0,0,Chikhali Pune,Pune,18,3,1619943541000,DCHC,PCMC,0,0,0,Chargeable
283,25,0,,10,No Data Available,9527765554,No Data Available,"Life Care Multispeciality Hospital, Punawale",3,0,"Gaikwad Nagar, Punawale",Pune,12,12,1619943541000,DCHC,PCMC,0,0,3,Chargeable
284,31,0,,10,No Data Available,9822420615,No Data Available,"Lifeline Hospital, Bhosari",0,1,"Indrayani Nagar, Bhosari, Pune",Pune,14,0,1619943541000,DCHC,PCMC,0,0,6,Chargeable
285,100,0,411057,40,No Data Available,7447445727,No Data Available,"Lifepoint Hospital, Wakad",0,15,"No. 145, Sr, 1, Mumbai Pune Bypass Rd, near Sayaji Hotel, Wakad, pune, Maharashtra 411057",Pune,40,0,1619943541000,DCHC,PCMC,0,10,5,Chargeable
286,67,0,,17,No Data Available,9561584838,No Data Available,"Lokmanya Hospital, Nigdi",0,5,"Sector no.24, Tilak Road, Nigdi",Pune,28,0,1619943542000,DCHC,PCMC,0,0,17,Chargeable
287,40,0,,0,No Data Available,9823123005,No Data Available,Lotus Multispeciality Hospital Pimple Saudagar,1,2,"Dwarka Sai Wonders Complex. Shiv Sai road Survey 173, Pimple Saudagar 411027",Pune,32,4,1619943541000,DCHC,PCMC,0,0,6,Chargeable
288,10,0,,6,No Data Available,9922441225,No Data Available,"Lunkad Hospital, Dapodi",0,0,"Mumbai Pune Highway, Near Honda Showroom Dapodi",Pune,4,1,1619943542000,DCHC,PCMC,0,6,0,Chargeable
289,50,0,,21,No Data Available,27281175,No Data Available,"Makan Surgical Maternity and Accident Hospital, Old Sangvi",0,2,"Makan Surgical Maternity and Accident Hospital, Old Sangvi",Pune,22,5,1619943540000,DCHC,PCMC,0,14,5,Chargeable
290,30,0,,11,No Data Available,9021279938,No Data Available,"Mangalmurti Multispeciality Hospital, Ravet",0,1,"S. No. 205/1, Anandtara Palekar Niwas, Nr. Sant Tukaram Maharaj Brigde, Ravet, pune - 412101",Pune,11,0,1619943541000,DCHC,PCMC,0,6,7,Chargeable
291,14,0,,8,No Data Available,2027120049,No Data Available,"Mankikar Hospital, Bhsoari",0,0,"Mankikar Hospital, D M Chamber, Pune Nashik Road, Bhosari, Pune - 411039, Near PNG, Above Rupee Bank",Pune,6,5,1619943541000,DCHC,PCMC,0,2,0,Chargeable
292,25,0,,0,No Data Available,9172027447,No Data Available,"Mauli Hospital, Talawade",1,1,"SNo. 277 Main Road, Rupee Nagar Main Road, Talawade, Pune - 411062, Near Old Gosane Hospital",Pune,22,18,1619943541000,DCHC,PCMC,0,0,2,Chargeable
293,50,0,,8,No Data Available,8390906080,No Data Available,"Max Neuro Hospital, Kasarwadi",2,10,Kasarwadi,Pune,3,3,1619943541000,DCHC,PCMC,0,7,29,Chargeable
294,34,0,,4,No Data Available,9604536380,No Data Available,"Maxcare Hospital, Pimple Saudagar",0,2,"Seeta Plaza Opposite Swaraj Garden, Pimple Saudagar",Pune,24,0,1619943541000,DCHC,PCMC,0,0,4,Chargeable
295,26,0,,5,No Data Available,9552530201,No Data Available,"Medilife Hospital, Kalewadi",0,2,Kalewadi,Pune,15,5,1619943540000,DCHC,PCMC,0,0,4,Chargeable
296,40,0,,28,No Data Available,7722019193,No Data Available,"Metro Hospital, Rahatani",3,1,Next to Sitara Garden Suryoday Colony Nakhatewasti Rahatani,Pune,2,2,1619943541000,DCHC,PCMC,0,2,9,Chargeable
297,38,0,,20,No Data Available,9107373091,No Data Available,"Moon MultispecialityÂHospital, Chikhali",0,1,Chikhali Alandi Road Chikhali Pune 62,Pune,12,0,1619943541000,DCHC,PCMC,0,17,5,Chargeable
298,50,0,,23,No Data Available,02067503500 / 02067503501,No Data Available,"Moraya Hospital, Chinchwadgaon",0,6,"Gandhi Peth, Prabhat Colony, Chinchwad Gaon, Chinchwad
Pimpri-Chinchwad, Maharashtra 411033",Pune,7,0,1619943541000,DCHC,PCMC,0,4,14,Chargeable
299,20,0,,8,No Data Available,9960889451,No Data Available,"Nandedkar Multispeciality Hospital, Thergaon",0,0,"Near 16 No.BRT Bus stop, Thergaon, Pune -33",Pune,12,12,1619943542000,DCHC,PCMC,0,8,0,Chargeable
300,49,0,,16,No Data Available,9225526566,No Data Available,"New Life Child Hospital, Kalewadi",6,0,"Kalewadi Main Rd, Opp. DMart, Shriram Colony, Kalewadi, Pune, Maharashtra 411017",Pune,21,10,1619943541000,DCHC,PCMC,0,12,12,Chargeable
301,40,0,,0,No Data Available,020-27607730,No Data Available,"Niramay Hospital, Chinchwad",0,0,"Niramay Hospital,  Survey No. 4742 Behind Jai Hind Petrol pump Next, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019",Pune,36,7,1619943540000,DCHC,PCMC,0,0,4,Chargeable
302,24,0,411057,0,No Data Available,9881331333,No Data Available,"NRS Hopsital, Wakad",0,3,"1st Floor, Solitaire Business Hub Opp Hotel Ambiance, Kalewadi Phata, Wakad, Pune, Maharashtra 411057",Pune,0,0,1619943541000,DCHC,PCMC,0,0,21,Chargeable
303,15,0,,5,No Data Available,8446668877,No Data Available,"Nrusinnha Hospital, Dapodi",0,1,Dapodi,Pune,5,0,1619943541000,DCHC,PCMC,0,1,4,Chargeable
304,90,0,412101,26,No Data Available,7385159540,No Data Available,"Ojas Hospital, Ravet",0,6,"Bhondwe chouk, Ravet, DY Patil College Rd, Akurdi, Pune, Maharashtra 412101",Pune,50,0,1619943540000,DCHC,PCMC,0,20,8,Chargeable
305,42,0,,15,No Data Available,8888825600,No Data Available,"Om Hospital, Hutatma Chowk, Bhosari",0,4,"Om Hospital ,Hutatam Chowk, Alandi Rd, Bhosari, Pune 411 039",Pune,18,9,1619943541000,DCHC,PCMC,0,7,5,Chargeable
306,17,0,,0,No Data Available,9921190078,No Data Available,"Omkar Khalane Hospital, Rahatani",0,0,"Ujwala health care's Omkar Khalane hospital, Survey No. 16/3,1, Aundh ravet Rd, Opp. Park Street, Rahatani, Pune- 411017",Pune,17,10,1619943541000,DCHC,PCMC,0,0,0,Chargeable
307,15,0,,0,No Data Available,9096089725,No Data Available,"Omkar MS Hospital, Bijlinagar",2,4,"Survey No 60/1/1a, Bijali Nagar Rd, Chinchwad, Pune - 411033, Nr New English School Bijali Nagar",Pune,5,1,1619943541000,DCHC,PCMC,0,0,6,Chargeable
308,20,0,,10,No Data Available,9119571968,No Data Available,"Onkar Hospital, Pimple Gurav",0,1,"Onkar Hospital, Pimple Gurav",Pune,6,0,1619943541000,DCHC,PCMC,0,2,3,Chargeable
309,26,0,,0,No Data Available,7744948000,No Data Available,"Onyx Hospital, Chinchwad",0,4,Sr.No. 156 Plot No. 6 Choudahri Vishwa Bijali Nagar Chinchwad,Pune,18,17,1619943541000,DCHC,PCMC,0,0,4,Chargeable
310,20,0,411033,0,No Data Available,9096089725,No Data Available,"Orchid Hospital, Thergaon",0,6,"Sr.no.8, Ashoka Hsg.Co.society Near Varroc-Vengaskar Cricket Academy Stadium, Opp. Swiss Country Co-op Hsg Society, Kalewadi, Thergaon, Pimpri-Chinchwad, Maharashtra 411033",Pune,14,3,1619943540000,DCHC,PCMC,0,0,0,Chargeable
311,40,0,411033,25,No Data Available,9284433625,No Data Available,"Oxycare Hospital, Walhekarwadi",0,2,"Walhekarwadi, Sector No. 32, Nigdi, Pimpri-Chinchwad, Maharashtra 411033",Pune,8,0,1619943541000,DCHC,PCMC,0,0,5,Chargeable
312,12,0,,2,No Data Available,8408000020,No Data Available,Oxycare Multispeciality Hospital Kalewadi,0,2,75/3/13 Ashwini Colony Kalewadi pUne,Pune,8,7,1619943541000,DCHC,PCMC,0,0,0,Chargeable
313,40,0,,22,No Data Available,9145045045,No Data Available,"Padmaja Hospital, Chinchwad",3,3,"Sr. No. 8/2 Walhedajwadi Road, Chinchwade Nagar, Chinchwad, Pune 411 033",Pune,8,2,1619943541000,DCHC,PCMC,0,13,7,Chargeable
314,40,0,,4,No Data Available,9112248067,No Data Available,"Pan Ortho Hospital, Nigdi",0,1,"Riddhi Capital, 5, Chhatrapati Sambhaji maharaj Chowk, Pradhikaran, Nigdi, Pimpri-Chinchwad, Maharashtra 411033",Pune,25,0,1619943541000,DCHC,PCMC,0,0,10,Chargeable
315,20,0,,10,No Data Available,9422033778,No Data Available,"Pataskar Nursing Home, Bhosari",0,1,"JAI Ganesh Samrajya, Bhosari, Pune - 411039, Pune Nasik Highway Opposite Panjarpol (",Pune,5,0,1619943541000,DCHC,PCMC,0,1,4,Chargeable
316,70,0,,10,No Data Available,9225526566,No Data Available,"Phoenix Hospital, Thergaon",0,2,Rhythum Society Kalewadiphata Pawarnagar Thergaon,Pune,51,0,1619943541000,DCHC,PCMC,0,0,7,Chargeable
317,19,0,,5,No Data Available,9011097102/020-27121111,No Data Available,"Pooja Hospital, Bhosari",1,0,"Survey No 201, Sector No 1, Anand Road, Bhosari, Pune - 411039, Near P M T Chowk",Pune,10,8,1619943541000,DCHC,PCMC,0,3,4,Chargeable
318,21,0,,2,No Data Available,9766588135,No Data Available,"Pritam Hospital, Bhosari",1,0,"Nashik - Pune Hwy, APTE Colony, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",Pune,15,10,1619943541000,DCHC,PCMC,0,0,4,Chargeable
319,30,0,,11,No Data Available,8805331414,No Data Available,"Pulse MS Hospital, Tathawade",0,2,"s.no.66/1,Lande Building,Tathawade, Chowk,Pune 33",Pune,14,0,1619943541000,DCHC,PCMC,0,1,3,Chargeable
