id,area,available_icu_beds_with_ventilator,pincode,district,hospital_poc_phone,total_beds_without_oxygen,available_beds_without_oxygen,hospital_poc_name,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on,hospital_category
462,Indore,-1,453555,Indore,7314231293,45,45,Rajeev Singh,331,624,0731 423 1622,Aurobindo Medical College  (PVT),0,-1,12,"Indore - Ujjain State Highway, near MR 10, Crossing, Indore, Madhya Pradesh 453555, India",1619943482000,Private
463,Indore,-1,452008,Indore,9589977277,20,14,NA,0,0,0731 666 3333,GINGER HOTEL (APOLLO HOSPITAL),0,-1,0,"AB Rd, near Shaniwar Darpan, Choti Khajrani, Indore, Madhya Pradesh 452008, India",1619940200000,Private
464,Indore,-1,452001,Indore,9826020383,7,4,NA,8,17,0731 240 1388,SHUKLA HOSPITAL,0,-1,0,"1-A, Nemawar Road, Navlakha Rd, chourha, Sajan Nagar, Indore, Madhya Pradesh 452001, India",1619943230000,Private
465,Indore,-1,452001,Indore,8989462375,2,0,Dr HEMANT KANSAL,5,3,"8989462375, 8989462375",KARUNA NURSING HOME,0,-1,0,"32, MY Hospital Rd, Opposite M.Y.Hospital, Near Pooja Dairy, Ushaganj, Murai Mohalla, Indore, Madhya Pradesh 452001, India",1619941391000,Private
466,Indore,-1,452006,Indore,9753555022,6,1,na,3,6,", ",ANMOL HOSPITAL,0,-1,0,"Plot No.151-152 , Scheme No. 155, Main Rd, Tigaria Badshah, Indore, Madhya Pradesh 452006, India",1619917800000,Private
467,Indore,-1,452009,Indore,7315485462,2,0,NA,7,9,"7315485462, 7315485462",RIYA HOSPITAL,0,-1,0,"2500E, E Sector, Sector E, Sudama Nagar, Indore, Madhya Pradesh 452009, India",1619946787000,Private
468,Indore,-1,452020,Indore,9826229322,0,0,DR. SUNITA,11,53,0731 471 8111,VISHESH JUPITER  HOSPITAL,0,-1,0,"Palda, Indore, Madhya Pradesh 452020, India",1619941789000,Private
469,Indore,-1,,Indore,9827561919,4,0,NA,6,4,", ",SANGAM HOSPITAL,0,-1,0,,1619941984000,Private
470,Indore,-1,452020,Indore,9644000022,0,0,DR.PARAMPREET SAINI,10,44,0731 287 7399,GAURAV HOSPITAL,0,-1,0,"2-A, Ranibagh, Sector-A, Khandwa Road, Khandwa Naka, Limbodi, Sector A, Rani Bagh Main, Indore, Madhya Pradesh 452020, India",1619943898000,Private
471,Indore,-1,453331,Indore,9826390138,3,0,NA,2,5,081094 25288,SANJIVANI HOSPITAL,0,-1,0,"Ram Rahim Colony, Indore, Madhya Pradesh 453331, India",1619940629000,Private
472,Indore,-1,452014,Indore,9425060134,5,0,Dr ANIL BAHETI,15,15,0731 247 2880,SUYOG HOSPITAL,0,-1,0,"195, Bhanwar Kunwa Road, Near Railway Cross, Mechanic Nagar, Mechanic Nagar, Bairathi Colony Number 2, Indore, Madhya Pradesh 452014, India",1619945866000,Private
473,Indore,-1,453771,Indore,9977113341,7,0,Dr KRISHNKANT JOSHI,3,10,099771 13341,VARNIT HOSPITAL,0,-1,0,"no 114, Khalsa Chowk, MR 11, Part I, Niranjanpur, Indore, Madhya Pradesh 453771, India",1619917998000,Private
474,Indore,-1,452010,Indore,9425145386,2,0,NA,8,10,082698 73300,GBL HOSPITAL,0,-1,0,"AH/31, Senior HIG, Pandit Dindayal Upadhyay Nagar, Pandit Din Dayal Upadhyay Nagar, Sukhlia, Indore, Madhya Pradesh 452010, India",1619942115000,Private
475,Jabalpur,-1,482002,Jabalpur,7747007001,15,0,Dr GUNJAN,10,16,0761 421 8312,ADITYA HOSPITAL,0,-1,0,"Napier Town, opposite little kingdom School, near to home Science College road, Napier Town, Jabalpur, Madhya Pradesh 482002, India",1619918542000,Private
476,Indore,-1,452001,Indore,9039058883,0,0,Ashok Thakur,50,50,083198 75931,NEW CHEST WARD ( GMC),0,-1,0,"New Chest Ward , Back of main MY building, CRP Line, Indore, Madhya Pradesh 452001, India",1619946511000,Government
477,Indore,-1,452016,Indore,7389087163,13,0,Nisha,12,32,0731 478 6600,"Mayur Hospital and Research Centre , Indore - DCHC",0,-1,0,"Scheme No-94, Plot No- 304, Ring Road near Bengali Chouraha And Khajrana Chouraha, Service Rd, Mangalmurti Krishnaji Nagar, Scheme 94 Sector WE, Indore, Madhya Pradesh 452016, India",1619943518000,Private
478,Indore,-1,452012,Indore,9826063547,11,0,Dr SURENDRA SINGH,6,13,"9826063547, 9826063547",SUNRISE HOSPITAL RAJENDRA NAGAR,0,-1,0,"Nihalpur Mundi, Tulsi Parisar Phase 1, Indore, Madhya Pradesh 452012, India",1619942312000,Private
479,Indore,-1,452010,Indore,9300068400,26,0,Dr SUMIT SHUKLA,6,10,"9300068400, 9300068400",UNIVERSAL HOSPITAL,0,-1,0,"WB, 22, Bombay Hospital Service Rd, near Green Field School, Vijay Nagar, Part II, Scheme No 54, Indore, Madhya Pradesh 452010, India",1619942267000,Private
480,Indore,-1,452008,Indore,9826861361,5,0,DR. PARIHAR,50,65,0731 477 4444,CHL HOSPITAL,0,-1,0,"AB Rd, near L.I.G Square, Rss Nagar, Indore, Madhya Pradesh 452008, India",1619944145000,Private
481,Indore,-1,452002,Indore,9826078056,0,0,NA,10,11,0731 241 8083,BAFNA HOSPITAL,0,-1,0,"18, 1, Jawahar Marg, opp. Vaishnav High School, North Rajmohalla, Raj Mohalla, Indore, Madhya Pradesh 452002, India",1619918392000,Private
482,Indore,-1,452005,Indore,9111115020,8,0,Dr BAGESH,6,6,0731 262 3288,GURUKRIPA HOSPITAL,0,-1,0,"157/2 shikshak nagar Near allahabad bank kalani nagar square, Airport Rd, Parihar Market, Shikshak Nagar, Indore, Madhya Pradesh 452005, India",1619945523000,Private
483,Indore,-1,452001,Indore,7049993303,6,0,DR. R K GOUR,5,20,0731 400 3315,GEETA BHAWAN HOSPITAL,0,-1,0,"No. 13C, Geeta Bhawan Main Road, Near Geeta Bhawan Mandir, Kailash Park, Manoramaganj, Kailash Park Colony, Indore, Madhya Pradesh 452001, India",1619915868000,Private
484,Indore,-1,452001,Indore,8319500661,19,4,DR. ASHISH AGRAWAL,4,5,0731 424 1011,VADANT HOSPITAL,0,-1,0,"1, Bhawarkua Main Rd, Sindhu Nagar, Khatiwala Tank, Indore, Madhya Pradesh 452001, India",1619944715000,Private
485,Indore,-1,452001,Indore,9826463370,0,0,Dr ARVIND SHUKLA,16,6,091111 21100,MASC HOSPITAL,0,-1,0,"335 BC IDA Scheme No 140 Pipliyahana Square, Near Agarwal Public School, Scheme No 140, Indore, Madhya Pradesh 452001, India",1619940423000,Private
486,Indore,-1,453441,Indore,9977273709,11,0,Dr HANSHRAJ VARMA,21,14,"9977273709, 9977273709",CIVIL HOSPITAL MHOW,0,-1,0,"Indore Dhar Railway Line, Dharnaka, Indore, Madhya Pradesh 453441, India",1619943622000,Government
487,Indore,-1,452001,Indore,9424584450,20,5,NA,0,0,0124 393 6765,HOTEL CENSUS (MEDANTA),0,-1,0,"Plot No.58, Scheme No. 53, near Medanta Hospital, Vijay Nagar, Indore, Madhya Pradesh 452001, India",1619918171000,Private
488,Indore,-1,452009,Indore,7879445300,8,0,NA,2,5,0731 248 0351,KHANDELWAL HOASPITAL,0,-1,0,"plot no. 14, Annapurna Rd, Sector B, Sudama Nagar, Indore, Madhya Pradesh 452009, India",1619917982000,Private
489,Indore,-1,453331,Indore,9713917441,5,0,HIMANSHU BHARGAV,5,10,0731 420 1300,NEW MINESH HOSPITAL RAU,0,-1,0,"2, Rau Station Rd, Near Railway Station, KB Colony, Rau, Indore, Madhya Pradesh 453331, India",1619945343000,Private
490,Indore,-1,452002,Indore,7000912260,0,0,DR. AMIT SHARMA,14,46,090981 15189,VERMA UNION HOSPITAL,0,-1,0,"120, Dhar Rd, Gurunanak Timber Market, Indore, Madhya Pradesh 452002, India",1619944029000,Private
491,Indore,-1,452018,Indore,9425050838,0,0,MANISH JAIN,13,7,0731 406 3095,SNS HOSPITAL,0,-1,0,"32, Khajrana Main Rd, Shree Nagar Ext, Shanti Nagar, Indore, Madhya Pradesh 452018, India",1619945930000,Private
492,Indore,-1,452001,Indore,7999382007,50,50,NA,0,0,078790 43566,CCC,0,-1,0,"219 ALANKAR POINT, Gita Bhawan Rd, Rajgarh Kothi, SQUARE, Indore, Madhya Pradesh 452001, India",1619940752000,Government
493,Indore,-1,453331,Indore,9826390138,13,0,NA,0,0,081094 25288,SANJEEVANI HOSPITAL RANGWASA,0,-1,0,"Ram Rahim Colony, Indore, Madhya Pradesh 453331, India",1619940593000,Private
494,Indore,-1,452001,Indore,9993172869,15,0,MR. RAJKUMAR,10,25,731409545859,GURJAR HOSPITAL,0,-1,0,"2-3, Scheme No. 44, Bhawarkua Square, AB Rd, Vishnu Puri Colony, Indore, Madhya Pradesh 452001, India",1619941298000,Private
495,Indore,-1,,Indore,7314205999,3,2,NA,12,12,"7000269154, 7000269154",PULSE HOSPITAL,0,-1,3,,1619944240000,Private
496,Indore,-1,452001,Indore,9691449791,14,0,VIPIN KHANDWAL,33,15,0731 421 9191,SNG HOSPITAL,0,-1,0,"16/1, South Tukoganj, Kanchan Bag Main Rd, near Jain Temple, South Tukoganj, Indore, Madhya Pradesh 452001, India",1619941715000,Private
497,Indore,-1,452001,Indore,9754366114,5,0,DR ANIRUDH,10,29,0731 422 2214,DASMESH HOSPITAL,0,-1,0,"36, 6, 1, Bholaram Ustad Marg, Bhawarkua, Brahmapuri Colony, Shivampuri Colony, Indore, Madhya Pradesh 452001, India",1619941523000,Private
498,Indore,-1,452001,Indore,9425065523,0,0,DR. SANJAY GOKULDAS,25,78,0731 251 9212,"Gokuldas Hospital, Indore - DCHC",3,-1,0,"11 , DR SARJU PRASAD MARG 11, DR SARJU, Jagannath Verma Marg, Sriram Nagar, South Tukoganj, Indore, Madhya Pradesh 452001, India",1619941030000,Private
499,Indore,-1,452009,Indore,9977849200,21,0,Dr RAJEEV KUMAR,7,0,"9977849200, 9977849200",SEHAT HOSPITAL,0,-1,0,"13-A, Ranjeet Hanuman Road, Usha Nagar Extension, Sudama Nagar, Usha Nagar, Indore, Madhya Pradesh 452009, India",1619942355000,Private
500,Indore,-1,452005,Indore,7898015110,12,0,NA,6,6,0731 305 7373,CITIZEN HOSPITAL,0,-1,0,"No.1, Airport Road, Oppsite B.S.F, Kanyakubj Nagar, near Vidhya Dham, Kanyakubj Nagar, Indore, Madhya Pradesh 452005, India",1619946854000,Private
501,Indore,-1,452010,Indore,9039558222,16,0,Dr SISODIYA,5,10,0731 255 8222,V CARE HOSPITAL,0,-1,0,"163, AF, Scheme No 74, Scheme No 54, Indore, Madhya Pradesh 452010, India",1619945749000,Private
502,Indore,-1,452001,Indore,7999594228,18,0,NIKHAR AGRAWAL,8,10,"7999594228, 7999594228",MALWA NURSING HOME,0,-1,0,"9/2, Malwa Mill Rd, Malwa Mill, Indore, Madhya Pradesh 452001, India",1619944957000,Private
503,Indore,-1,452001,Indore,9685828097,800,44,Sudhir Moury,150,50,0731 252 7383,"Index Medical College and Hospital, Indore - DCH- (Contract)",0,-1,0,"AB Rd, CRP Line, Indore, Madhya Pradesh 452001, India",1619943410000,Government
504,Indore,-1,452010,Indore,9826730066,44,0,DR. SUBODH JAIN,25,10,0731 255 0400,SYNERGY HOSPITAL,0,-1,0,"Plot No-2, Post Office Road, Sector B - 6 Rd, Bhanvarkuan, Scheme No 74C, Vijay Nagar, Indore, Madhya Pradesh 452010, India",1619944111000,Private
505,Indore,-1,452015,Indore,9926422802,10,0,Dr RAM PATIDAR,20,25,089892 50011,TRUE CARE HOSPITAL,0,-1,0,"Kushwah Nagar Main Rd, Durga Nagar, Raja Bagh Colony, Indore, Madhya Pradesh 452015, India",1619918149000,Private
506,Indore,-1,,Indore,9826727923,35,0,NA,5,10,", ",PARMILA HOSPITAL,0,-1,0,,1619917224000,Private
507,Indore,-1,,Indore,7316618900,300,289,Dr ISHTIYAQ,0,0,"7316618902, 8517996644",SEVAKUNJ HOSPITAL,0,-1,0,,1619940305000,Private
508,Indore,-1,452018,Indore,9993577068,19,0,DR. VINOD SHARMA,10,26,0731 470 3811,EUREKA HOSPITAL,0,-1,0,"347 Mahatma Gandhi Road, near पत्रकार कॉलोनी चौराहा, Saket Nagar, Indore, Madhya Pradesh 452018, India",1619941943000,Private
509,Indore,-1,452001,Indore,7314224018,8,0,NA,10,8,0731 422 4018,MEDISQUARE HOSPITAL,0,-1,0,"9, Vishnupuri, Bhanwarkua Square, AB Rd, Vishnupuri, Indore, Madhya Pradesh 452001, India",1619946687000,Private
510,Indore,-1,452001,Indore,9893131315,0,0,ANIL PANDIT,10,10,082692 60260,TULSI VARDAN HOSPITAL,0,-1,0,"SH-20, Bhagat Singh Parisar, AB Rd, opposite Mangal city, Hig, Vijay Nagar, Indore, Madhya Pradesh 452001, India",1619942185000,Private
511,Indore,-1,452002,Indore,9993702920,5,0,NA,5,10,", ",UNIQUE HOSPITAL JAWAHAR MARG,0,-1,0,"335, Jawahar Marg, Santha Bazar, Bartan Bazar, Indore, Madhya Pradesh 452002, India",1619940252000,Private
512,Indore,-1,452007,Indore,7000471476,12,0,Dr PROMOD SHUKLA,8,30,"7000471476, 7000471476",SAI HOSPITAL,0,-1,0,"7, Rajaswgram Colony, Chhatribagh, Indore, Madhya Pradesh 452007, India",1619940794000,Private
513,Indore,-1,452005,Indore,9449979334,22,0,DR.VISHAL ARYA,2,6,"9449979334, 9449979334",SK HOSPITAL,0,-1,0,"60 Feet Airport Rd, Ambikapuri Extension, Ambikapuri Main, Indore, Madhya Pradesh 452005, India",1619941672000,Private
514,Indore,-1,452001,Indore,6263793002,4,0,Sister Minet,1,1,0731 249 2051,Robert Nursing Home,0,-1,0,"Old Sehore Road, Residency Area, near Red Church, Red Church Colony, Residency Area, Indore, Madhya Pradesh 452001, India",1619943942000,Private
515,Indore,-1,453331,Indore,9755521555,4,0,NA,0,6,097555 21555,MULTANI HOSPITAL,0,-1,0,"Kamal Nagar, Square, Rau, Indore, Madhya Pradesh 453331, India",1619940465000,Private
516,Indore,-1,452002,Indore,9926611405,40,0,DR. RAVI PUNJABI,6,10,0731 238 0845,CLOTH MARKET HOSPITAL,0,-1,0,"Labriyabheru, Near, Dhar Rd, Gangwall Bus Stand, MOG Lines, Scheme 71, Indore, Madhya Pradesh 452002, India",1619944069000,Private
517,Indore,-1,452006,Indore,9755400832,5,0,DR GOKUL DYAL,0,2,098270 10439,G D HOSPITAL,0,-1,0,"Mahavir Bagh, Indore, Madhya Pradesh 452006, India",1619941753000,Private
518,Indore,-1,452016,Indore,9826064425,32,0,DR. RAVI VERMA,30,24,0731 286 3200,SMS ENERGY HOSPITAL,0,-1,0,"Parwati Parisar ' SMS - Energy Hospital , Dudhia |, Nemawar Rd, Devguradia, Indore, Madhya Pradesh 452016, India",1619943752000,Private
519,Indore,-1,452014,Indore,9425065523,0,0,DR. SURESH KALTAN,40,117,0731 236 2491,CHOITHRAM HOSPITAL,0,-1,0,"14, Manik Bagh Road, Choitram compound, Indore, Madhya Pradesh 452014, India",1619941862000,Private
520,Indore,-1,452005,Indore,9039247248,16,7,NA,2,7,"9039247248, 9039247248",MAHARANA PRATAP HOSPITAL,0,-1,0,"16, Kila Maidan Rd, Khasgi Ka Bagicha, Nanda Nagar, Govind Colony, Indore, Madhya Pradesh 452005, Kila Maidan Rd, Khasgi Ka Bagicha, Nanda Nagar, Govind Colony, Indore, Madhya Pradesh 452005, India",1619940550000,Private
521,Indore,-1,452001,Indore,9424577069,22,0,Dr SHARAD,15,15,"9424577069, 9424577069",LAKSHMI MEMORIAL HOSPITAL,0,-1,0,"117, New Palasia, Indore, Madhya Pradesh 452001, India",1619946463000,Private
522,Indore,-1,452001,Indore,7000399014,4,0,Dr RAJPUT,0,6,0731 270 6373,DHANVANTARI HOSPITAL,0,-1,0,"23, Raj Talkies Complex, Sanyogitaganj, Chhawani, Chhawani, Risi Nagar, Tilak Path, Indore, Madhya Pradesh 452001, India",1619945015000,Private
523,Indore,-1,452010,Indore,9407546261,4,0,Dr D P AGRAWAL,4,12,0731 255 5888,MEDIPLUS HOSPITAL,0,-1,0,"166, Nyay Nagar Main Rd, Nyay Nagar, Sukhlia, Indore, Madhya Pradesh 452010, India",1619941481000,Private
524,Indore,-1,453555,Indore,7314231293,0,0,Rajeev Singh,20,380,0731 423 1622,Aurobindo Medical College and Hospital (CONTRACT),0,-1,35,"Indore - Ujjain State Highway, near MR 10, Crossing, Indore, Madhya Pradesh 453555, India",1619941233000,Government
525,Indore,-1,452010,Indore,9981028593,10,0,NA,2,2,", ",SAI KRIPA HOSPITAL,0,-1,0,"178, AB Rd, Part I, Scheme No 114, Indore, Madhya Pradesh 452010, India",1619917636000,Private
526,Indore,-1,,Indore,9425022217,5,1,NA,0,5,", ",Arthros hospital,0,-1,3,,1619940015000,Private
527,Indore,-1,452009,Indore,7828035253,17,0,DR. RAKESH PATIDAR,38,20,0731 279 9884,UNIQUE HOSPITAL,0,-1,0,"715-716, Vijay Syndicate, Annapurna Rd, Usha Nagar, Vijay Syndicate Colony, Indore, Madhya Pradesh 452009, India",1619941558000,Private
528,Indore,-1,452001,Indore,7566626474,17,0,Dr RAHUL CHOUDHARY,7,18,"7566626474, 7566626474",INDORE TRAUMA CENTER,0,-1,0,"Dayal Bagh Colony, Khandwa Rd, near Holy Cross School, Limbodi, Indore, Madhya Pradesh 452001, India",1619942072000,Private
529,Indore,-1,452010,Indore,8109216700,3,0,DR. SUSHIL JAIN,11,29,"9039080111, 9873053252",Apollo Hospital,0,-1,0,"Sector-D, Scheme No 74C, Vijay Nagar, Indore, Madhya Pradesh 452010, India",1619943715000,Private
530,Indore,-1,452009,Indore,9926668776,3,0,NA,7,8,062665 27827,SEVALAY HOSPITAL,0,-1,0,"Shop No. 8 Kagdipura Road Narsing Bazar Square, Kagdipura, Indore, Madhya Pradesh 452009, India",1619940710000,Private
531,Indore,-1,452011,Indore,9826317952,6,0,NA,6,30,"9826317952, 9826317952",ESIC HOSPITAL,0,-1,0,"1378/11, ITI College Main Road, Nanda Nagar, Indore, Madhya Pradesh 452011, India",1619940363000,Government
532,Indore,-1,452010,Indore,7999761752,2,0,DR,6,12,"7999761752, 7999761752",BHARAT HOSPITAL,0,-1,0,"118, 01, Khatipura Main Rd, Shyam Nagar, Khatipura, Indore, Madhya Pradesh 452010, India",1619940665000,Private
533,Indore,-1,452001,Indore,9826033538,13,0,PRAVEEN ACHARYA,12,17,0731 409 2120,ANAND HOSPITAL,0,-1,0,"Bhawarkua Main Rd, Sindhi Colony, Indore, Madhya Pradesh 452001, India",1619945065000,Private
534,Jabalpur,-1,482001,Jabalpur,9893559584,0,0,Dr ANJU CHOUDHARY,19,49,076124 00258,BHANDARI HOSPITAL,0,-1,0,"RB-II 431/3, NH30, Howbag Railway Colony, Nehru Railway Colony, Gorakhpur, Jabalpur, Madhya Pradesh 482001, India",1619946572000,Private
535,Indore,-1,452005,Indore,7000043329,12,0,DR. JAGDISH BIRLA,12,28,0731 241 4177,GEETANJALI HOSPITAL,0,-1,0,"4 Airport Road, Ramchandra Nagar Chouraha, opposite Police Petrol Pump, Vindhyanchal Nagar Colony, Ramachandra Nagar, Indore, Madhya Pradesh 452005, India",1619917105000,Private
536,Indore,-1,453441,Indore,9827024802,0,0,DR. RAHUL MEWADA,20,30,077710 13158,MEWADA MEDICARE AND EYECARE HOSPITAL MHOW,0,-1,0,"102, Mewara Garden, Old AB Road Dist Indore, Kishanganj, Dr. Ambedkar Nagar, Madhya Pradesh 453441, India",1619940926000,Private
537,Indore,-1,452016,Indore,9301814686,0,0,NA,2,11,093293 99456,SAMYAK HOSPITAL,0,-1,0,"1, Bicholi Hapsi Rd, Shiv Shakti Nagar, Vaibhav Nagar Sector A, Indore, Madhya Pradesh 452016, India",1619944198000,Private
538,Indore,-1,452011,Indore,9826013666,4,0,Dr DEEPAK,8,4,"9826013666, 9826013666",ARYAN HOSPITAL,0,-1,0,"Shree Ram Square, HIG Main Rd, Atal Dwar, Near MIG Thana, Nehru Nagar, Indore, Madhya Pradesh 452011, India",1619919428000,Private
539,Indore,-1,,Indore,7312583838,1100,708,NA,0,0,"7312583838, 7312583838",Maa Ahilya Covid Care Centre,0,-1,0,,1619943306000,Government
540,Indore,-1,452001,Indore,9826776168,0,0,DR. SEEMA GUPTA,32,58,0731 663 3333,GREATER KAILASH HOSPITAL,0,-1,0,"Greater Kailash Road, New Palasia Extension, Indore, Madhya Pradesh 452001, India",1619943810000,Private
541,Indore,-1,452016,Indore,9826046644,10,0,DR. SANJAY,26,56,0731 474 7000,MEDANTA HOSPITAL,0,-1,0,"Shanti Hospital, 5, Shagun Arcade, Opposite U- Turn, Vijay Nagar, Ratna Lok Colony, Indore, Madhya Pradesh 452016, India",1619941123000,Private
542,Indore,-1,452010,Indore,9669827283,8,0,GOLU PATEL,0,7,091114 22208,BIRLA HOSPITAL,0,-1,0,"1118, 1120, New, Gori Nagar Main Rd, New Gouri Nagar, Sukhlia, Indore, Madhya Pradesh 452010, India",1619941602000,Private
543,Indore,-1,452005,Indore,9039567978,8,0,NA,5,0,"9039567978, 9039567978",RAMKRISHNA HOSPITAL,0,-1,0,"Old Airport, Babu Murai Colony, Indore, Madhya Pradesh 452005, India",1619943349000,Private
544,Indore,-1,452016,Indore,7869957097,5,0,Dr SATYENDRA,6,14,0731 403 6034,SHRI P D SIDDHI VINAYAK,0,-1,0,"EE-53, Eastern Ring Rd, Main Kharjana Square, Scheme No.94, Ridhi Sidhi, Utkarsh Vihar Colony, Indore, Madhya Pradesh 452016, India",1619945571000,Private
545,Jabalpur,-1,482002,Jabalpur,9424624868,10,0,MR NAVEEN SHIVHARE,0,20,0761 444 4986,National Hospital,0,-1,0,"Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619923168000,Private
546,Jabalpur,-1,,Jabalpur,9584047501,40,25,DR SHAILENDRA DIWAN,0,0,", ",ANUSUCHIT GIRL HOSTEL KUNDAM,0,-1,0,,1619926339000,Government
547,Jabalpur,-1,482009,Jabalpur,9425150754,0,0,DR GREGORY,0,16,", ",VEHICLE FACTORY HOSPITAL,0,-1,16,"Vehicle Factory Estate, Shobhapur, Jabalpur, Madhya Pradesh 482009, India",1619926843000,Government
548,Jabalpur,-1,482003,Jabalpur,7999602301,0,0,DR. AMIT KHARE,12,23,"7999602301, 7999602301",SMART CITY HOSPITAL,0,-1,0,"482003, Garha, Jabalpur, Madhya Pradesh 482003, India",1619922553000,Private
549,Jabalpur,-1,482004,Jabalpur,9993966662,5,3,DR AMIT GOUR,19,16,099939 66662,Sanjeevan Hospital,1,-1,7,"628, Amkhera Rd, Ram Nagar, Bhumi Vikash Bank Colony, Adhartal, Jabalpur, Madhya Pradesh 482004, India",1619933197000,Private
550,Jabalpur,-1,482002,Jabalpur,9302071919,7,4,DEEPAK SONI,10,11,"9302071919, 9302071919",MEDICARE HOSPITAL,0,-1,3,"Shatabdipuram Phase 1, Jabalpur, Madhya Pradesh 482002, India",1619924927000,Private
551,Jabalpur,-1,482002,Jabalpur,9827226710,0,0,DR KOTHARI,10,20,098272 26710,KOTHARI HOSPITAL,0,-1,7,"Gate No. 4 Chauraha, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619928116000,Private
552,Jabalpur,-1,482002,Jabalpur,9685302128,10,2,Pankaj Pathak,7,12,076124 01637,ASHISH HOSPITAL,0,-1,0,"Home Science College Rd, Napier Town, Jabalpur, Madhya Pradesh 482002, India",1619921859000,Private
553,Jabalpur,-1,482002,Jabalpur,9407349816,48,29,KAMLESHWAR MEHTO,8,40,0761 407 8520,CENTRAL INDIA KIDNEY HOSPITAL,1,-1,20,"Behind, Chanchala Bai College, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619924099000,Private
554,Jabalpur,-1,,Jabalpur,9893458022,20,16,DR SMITA GUPTA,0,0,", ",GOVT HOSPITAL BARGI NAGAR,0,-1,0,,1619926062000,Government
555,Jabalpur,-1,,Jabalpur,9993615542,4,4,NITIN DUBEY,3,12,"9993615542, 9993615542",LAXMI NARYAN HOSPITAL,0,-1,6,,1619923235000,Private
556,Jabalpur,-1,,Jabalpur,9131639541,70,60,DR ABHINAY SONI,0,10,"9131639541, 9131639541",SINDHI DHARAMSHALA GHANTAGHAR,0,-1,10,,1619925909000,Government
557,Jabalpur,-1,482001,Jabalpur,9425865832,0,0,CHANDRAMANI GAUTAM,0,15,"9425865832, 9425865832",RADHE KRISHNA MULTISPECIALITY HOSPITAL,0,-1,14,"Station Rd, Shukla Nagar, Madan Mahal, Jabalpur, Madhya Pradesh 482001, India",1619920087000,Private
558,Jabalpur,-1,482003,Jabalpur,7024166099,0,0,Dr khanna,40,260,076123 70951,Sukh sagar medical college,0,-1,184,"Tilwara Rd, Doctors Colony, Medical College Colony, Jabalpur, Madhya Pradesh 482003, India",1619941409000,Private
559,Jabalpur,-1,482002,Jabalpur,7869500602,25,4,DR ATUL SINGH,54,21,095758 01200,SHALBY HOSPITAL,0,-1,0,"Plot No-5, Street No-5, Ahinsa Chowk, Kanchan Vihar, Vijay Nagar, Jabalpur, Madhya Pradesh 482002, India",1619927851000,Private
560,Jabalpur,-1,,Jabalpur,7000347806,0,0,RAJESH PATEL,15,10,"7000347806, 7000347806",JOHARI HOSPITAL,4,-1,1,,1619919514000,Private
561,Jabalpur,-1,482001,Jabalpur,9757288301,0,0,CHANCHAL KAUR,45,125,0761 492 5150,LIFE MEDICITY HOSPITAL,0,-1,0,"Aaga Chowk near baldeobagh (2.75 km) 482001, Sheetalpuri, Jabalpur, Madhya Pradesh 482001, India",1619922133000,Private
562,Jabalpur,-1,,Jabalpur,9039273710,10,2,DR MAYUR VISHWAROOP,0,0,", ",ADIWASI BOYS HOSTEL MAJHOLI,0,-1,0,,1619926395000,Government
563,Jabalpur,-1,482002,Jabalpur,9755611666,2,2,VISHWAS CHOUHAN,4,20,0761 403 1586,PG MULTISPECIALITY HOSPITAL,0,-1,0,"Near Prem Mandir 1933, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619928320000,Private
564,Jabalpur,-1,482002,Jabalpur,9329123479,0,0,MR AGESH TIWARI,42,14,"6261202288, 6261202288",MOHAN LAL HARGOVINDDAS HOSPITAL,0,-1,4,"Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619929541000,Private
565,Jabalpur,-1,482001,Jabalpur,9752415507,10,5,Dr. Sandeep Chauhan,10,60,076126 29634,Central Railway Hospital,0,-1,5,"Railway Station Road, Indra Market, South Civil Lines, Jabalpur, Madhya Pradesh 482001, India",1619932322000,Government
566,Jabalpur,-1,,Jabalpur,8319162457,20,13,DR RASHMI GUPTA,0,0,", ",ADIWASI BOYS HOSTEL BARGI,0,-1,0,,1619926123000,Government
567,Jabalpur,-1,482003,Jabalpur,9584262358,81,31,DR SANJAY BHARTI,600,144,094793 04042,"GMC, Jabalpur - DCH",0,-1,0,"Netaji Subhash Chandra Bose Medical College, Doctors Colony, Medical College Colony, Jabalpur, Madhya Pradesh 482003, India",1619919304000,Government
568,Jabalpur,-1,482004,Jabalpur,7987471929,3,1,Ajay vishwakarma,4,8,098937 36568,JEEVAN JYOTI HOSPITAL,1,-1,1,"Opp Dena Bank, Ashok Nagar, Anand Nagar, Adhartal, Jabalpur, Madhya Pradesh 482004, India",1619930049000,Private
569,Jabalpur,-1,482002,Jabalpur,8770718631,0,0,DR ROHIT JAAT,10,15,"8770718631, 8770718631",SIDDHI VINAYAK HOSPITAL,10,-1,15,"cheritaal, Sarvodaya Nagar, Jabalpur, Madhya Pradesh 482002, India",1619932724000,Private
